Freq/Type,L5,L4,L3,L2,L1,A,B,R1,R2,R3,R4,R5
,_,།,བསམ་,གཏན་,ཐུབ་,,–[211a.4],སྟེ་,གསུམ་,ལོན་,ན,
1: -དསངས་རྒྱས་ཀྱི་མརྗད་ཀྱི་ཚོས་ཀྱི་ཡི་གེ།_,,,,,,,,,,,,
,།,_,།,དེ་,ལྟའི་,དསངས་རྒྱས་ཀྱི་མརྗད་ཀྱི་ཚོས་ཀྱི་ཡི་གེ།_,,གཏི་,མུག་,–[211a.5],སྟོང་,
1: +–[211a.5],,,,,,,,,,,,
,དེ་,ལྟའི་,དསངས་རྒྱས་ཀྱི་མརྗད་ཀྱི་ཚོས་ཀྱི་ཡི་གེ།_,གཏི་,མུག་,,–[211a.5],སྟོང་,པ་,འགས,།,
1: -ཀྱིསེང་+ཀྱི་སེང་,,,,,,,,,,,,
,།,_,།,ཤཱཀྱའི་,རིགས་,ཀྱིསེང་,ཀྱི་སེང་,གེ་,མཐོང་,།,_,
1: -ངུ།_།+ངུ་།།,,,,,,,,,,,,
,བསྐྱོད་,ཀུན་,གྱིས་,མཆི་,མས་,ངུ།_།,ངུ་།།,ངོས་,བཞི་,ལྷ་,རྗེས་,
1: +–[211a.6],,,,,,,,,,,,
,ཐོས་,ན,།,_,།,,–[211a.6],ཀུན་,ཀྱང་,མྱ་,ངན་,
1: +–[211a.7],,,,,,,,,,,,
,བྱི་,དོར་,བརྒྱན་,པ་,ཤིན་,,–[211a.7],ཏུ་,བཟང་,།,_,
1: -བཟང+བཟང་,,,,,,,,,,,,
,བརྒྱན་,པ་,ཤིན་,–[211a.7],ཏུ་,བཟང,བཟང་,།,_,།,ཁ་,
1: -རུངུས+རུ་ངུས,,,,,,,,,,,,
,མི་,དགའ་,ཆོ་,ངེ་,ཆེ་,རུངུས,རུ་ངུས,།,_,།,རང་,
1: -མཐོངསྨྲ་+མཐོང་སྨྲ་,,,,,,,,,,,,
,_,།,གཅིག་,གིས་,གཅིག་,མཐོངསྨྲ་,མཐོང་སྨྲ་,མི་,ཕོད,།,_,
1: -འགྲོ_+འགྲོ་,,,,,,,,,,,,
,སུ་,ཕྱིན,།,_,།,འགྲོ_,འགྲོ་,ལྡོག་,–[211b]–[211b.1],ས་,ལ་,
1: +–[211b]–[211b.1],,,,,,,,,,,,
,།,_,།,འགྲོ་,ལྡོག་,,–[211b]–[211b.1],ས་,ལ་,ཉལ་,འདུག་,
1: +–[211b.2],,,,,,,,,,,,
,འོད་,མདངས་མེད,།,_,།,,–[211b.2],སོ་,སོ་,ལྷན་,ཅིག་,
1: +–[211b.3],,,,,,,,,,,,
,ངུ་,།,_,།,སངས་,,–[211b.3],རྒྱས་,འདི་,རུ་,བདེན་,
1: +–[211b.4],,,,,,,,,,,,
,སུ་,བྱེད,།,_,།,,–[211b.4],བདག་,ཅག་,ལྷ་,དང་,
1: -བགྲོདཔའི་+བགྲོད་པའི་,,,,,,,,,,,,
,བརྗིད་,མདངས་མེད,།,_,།,བགྲོདཔའི་,བགྲོད་པའི་,མདངས་,དང་,ཤིང་,དྲུང་,
1: +–[211b.5],,,,,,,,,,,,
,_,།,ལྷ་,དང་,ལྷ་,,–[211b.5],མིན་,དབང་,པོ་,རྣམས,
1: +–[211b.6],,,,,,,,,,,,
,དང་,བྲལ,།,_,།,,–[211b.6],བདག་,ཅག་,ཕྱི་,རུ་,
1: +–[211b.7],,,,,,,,,,,,
,གསུམ་,ལྷ་,ལ་,རྒོལ་,དུ་,,–[211b.7],ཆས,།,_,།,
1: +–[212a]–[212a.1],,,,,,,,,,,,
,།,དགེ་,སློང་,ངན་,པ་,,–[212a]–[212a.1],བཞིན་,དུ་,འབྲང་,།,
1: +–[212a.2],,,,,,,,,,,,
,དུ་,ཞུགས,།,_,།,,–[212a.2],ལ་,ལ་,རི་,དང་,
1: -དགསང་ན་+–[212a.3]དགས་ངན་,,,,,,,,,,,,
,མང་,།,_,།,ཡི་,དགསང་ན་,–[212a.3]དགས་ངན་,དུ་,ལྷུང་,བ་,རྣམས,
1: -བཞིའདགེ་+བཞིའི་དགེ་,,,,,,,,,,,,
,དང་,།,_,།,ཕྱོགས་,བཞིའདགེ་,བཞིའི་དགེ་,འདུན་,སྦྱིན་,པའི་,ནོར,
1: -ཏེ_+ཏེ་–[212a.4],,,,,,,,,,,,
,རྣམས,།,_,།,མུགས་,ཏེ_,ཏེ་–[212a.4],བྱུང་,ལ་,བརྩོན་,འགྲུས་,
1: -པན+པ་ན,,,,,,,,,,,,
,ཕྱི་,མའི་,ཚེ་,དུས་,ཟད་,པན,པ་ན,།,_,།,དེ་,
1: +–[212a.5],,,,,,,,,,,,
,ལྷོགས,།,_,།,དེ་,,–[212a.5],ཡི་,མིག་,ནི་,ཤེས་,
1: +–[212a.6],,,,,,,,,,,,
,སྤྱད་,ན,།,_,།,,–[212a.6],སྨྱུར་,ཏེ་,མྱ་,ངན་,
1: -པསྨོས་ཅད་གོས+པ་སྨོས་ཅི་དགོས,,,,,,,,,,,,
,_,།,ལམ་,ཐོབ་,མེད་,པསྨོས་ཅད་གོས,པ་སྨོས་ཅི་དགོས,།,_,།,དེ་,
1: +–[212a.7],,,,,,,,,,,,
,།,བཀྲེས་,ལྟོགས་,བྲུ་,བས་,,–[212a.7],ཉེན་,པས་,སུ,།,
1: +–[212b]–[212b.1],,,,,,,,,,,,
,དད་,ན,།,_,།,,–[212b]–[212b.1],འདོད་,ཅིང་,ཆགས་,པ་,
1: +–[212b.2],,,,,,,,,,,,
,_,།,ཁྱེད་,ལ་,སོགས་,,–[212b.2],པས་,སྨྱུར་སྤྱོད་,རིགས,།,
1: -སྨྱུརསྤྱོད་+སྨྱུར་སྤྱོད་,,,,,,,,,,,,
,ཁྱེད་,ལ་,སོགས་,–[212b.2],པས་,སྨྱུརསྤྱོད་,སྨྱུར་སྤྱོད་,རིགས,།,_,།,
1: -དཔགསན+དཔགས་ན,,,,,,,,,,,,
,བསམས་,ཤིང་,མནོས་,ཏེ་,འགྲོས་,དཔགསན,དཔགས་ན,།,_,།,བདག་,
1: -ངུ+–[212b.3]ངུ་,,,,,,,,,,,,
,བཞིན་,རྟག་,པར་,མཆི་,མས་,ངུ,–[212b.3]ངུ་,།,_,།,ཕུང་,
1: +–[212b.4],,,,,,,,,,,,
,མེད,།,_,།,ངས་,,–[212b.4],འདས་,མ་,འོངས་,ད་,
1: +–[212b.5],,,,,,,,,,,,
,པར་,བཤད,།,_,།,,–[212b.5],ང་,འདྲ་,འཇིག་,རྟེན་,
1: -རུང་ན་+རུ་ངན་,,,,,,,,,,,,
,པས,།,_,།,མཐའ་,རུང་ན་,རུ་ངན་,པའི་,ལམ་,དུ་,ལྷུང་,
1: +–[212b.6],,,,,,,,,,,,
,ལྷུང་,།,_,།,མ་,,–[212b.6],འོངས་,དུས་,ནི་,དེ་,
1: -ང་ན་+ངན་,,,,,,,,,,,,
,བཞིན་,ཏེ,།,_,།,ང་ན་,ངན་,ཆེན་,ཤིན་,ཏུ་,འཇིགས་,
1: -ང་ནམ་+ངན་མ་,,,,,,,,,,,,
,_,།,དེ་,ལྟའི་,དུས་,ང་ནམ་,ངན་མ་,མཐོང་,བྱོས,།,_,
1: +–[212b.7],,,,,,,,,,,,
,ལྷ་,དང་,།,_,མི་,,–[212b.7],མང་,པོ་,ཐམས་,ཅད་,
1: -ཤོ_+(ཤ་,ཤོ་),,,,,,,,,,,,
,རྫོགས་,སྷོ,།།,_,།།,ཤོ_,(ཤ་,ཤོ་),ལོ་,ཀ་,སྟོང་,ཉིས་,
1: -།།༄༅༅།+།།–[213a]–[213a.1]{T124}༄༅།,,,,,,,,,,,,
,བཞིར་,བྱས་,སོ,།།,_,།།༄༅༅།,།།–[213a]–[213a.1]{T124}༄༅།,_,།,རྒྱ་,གར་,
1: -ཨརྱ་རཏྣ་+ཨཱརྱ་རཏྣཱ་,,,,,,,,,,,,
,གར་,སྐད་,དུ,།,_,ཨརྱ་རཏྣ་,ཨཱརྱ་རཏྣཱ་,ཀ་,ར་,ནཱ་,མ་,
1: +–[213a.2],,,,,,,,,,,,
,འདི་,སྐད་,བདག་,གིས་,ཐོས་,,–[213a.2],པ་,དུས་,གཅིག་,ན,
1: -ནནག་+ན་ནག་,,,,,,,,,,,,
,ལྡན་,འདས་,ཡུལ་,གནས་,བཅས་,ནནག་,ན་ནག་,པོའི་,ཀུན་,དགའ་,ར་,
1: +–[213a.3],,,,,,,,,,,,
,པ་,བྱང་,ཆུབ་,སེམས་,དཔའ་,,–[213a.3],བརྒྱད་,ཁྲི་,བཞི་,སྟོང་,
1: +–[213a.4],,,,,,,,,,,,
,པ,།,_,ད་,ཐེག་,,–[213a.4],པ་,མཚུངས་,པ་,མེད་,
1: +–[213a.5],,,,,,,,,,,,
,སྨོན་,ལམ་,ལ་,ཡང་,དག་,,–[213a.5],པར་,ཞུགས་,པ,།,
1: +–[213a.6],,,,,,,,,,,,
,ལམ་,ལ་,ཡང་,དག་,པར་,,–[213a.6],ཞུགས་,པ,།,_,
1: -_+_–[213a.7],,,,,,,,,,,,
,དག་,པར་,ཞུགས་,པ,།,_,_–[213a.7],འཇིག་,རྟེན་,གྱི་,ཁམས་,
1: +–[213b]–[213b.1],,,,,,,,,,,,
,ལྡན་,འདས་,ལ་,འདི་,སྐད་,,–[213b]–[213b.1],ཅེས་,གསོལ་,ཏོ,།,
1: +–[213b.2],,,,,,,,,,,,
,ལ་,ཡང་,དག་,པར་,ཞུགས་,,–[213b.2],པ,།,_,ཐེག་,
1: +–[213b.3],,,,,,,,,,,,
,པ་,གཞལ་,དུ་,མ་,མཆིས་,,–[213b.3],པ་,ལ་,ཡང་,དག་,
1: -རུ་འཕགས་པ་དརྐོན་མཆོག་འབྱུང་གནས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།_།_,,,,,,,,,,,,
,པ་,ལ་,ཡང་,དག་,པར་,རུ་འཕགས་པ་དརྐོན་མཆོག་འབྱུང་གནས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།_།_,,ཞུགས་,པ,།,_,
1: +–[213b.4],,,,,,,,,,,,
,རྟེན་,གྱི་,ཁམས་,གྲངས་,མ་,,–[213b.4],མཆིས་,པའི་,སངས་,རྒྱས་,
1: +–[213b.5],,,,,,,,,,,,
,འཇིག་,རྟེན་,གྱི་,ཁམས་,མཚུངས་,,–[213b.5],པ་,མ་,མཆིས་,པའི་,
1: +–[213b.6],,,,,,,,,,,,
,_,འཇིག་,རྟེན་,གྱི་,ཁམས་,,–[213b.6],བརྗོད་,དུ་,མ་,མཆིས་,
1: +–[213b.7],,,,,,,,,,,,
,དཔག་,ཏུ་,མ་,མཆིས་,པའི་,,–[213b.7],སངས་,རྒྱས་,ཀྱི་,ཞིང་,
1: +–[214a]–[214a.1],,,,,,,,,,,,
,མི་,ཁྱབ་,པའི་,སངས་,རྒྱས་,,–[214a]–[214a.1],ཀྱི་,ཞིང་,ཚད་,མ་,
1: +–[214a.2],,,,,,,,,,,,
,པའི་,སྨོན་,ལམ་,ལ་,ཡང་,,–[214a.2],དག་,པར་,འཇུག་,པའི་,
1: -ཆརརྩོམ་+ཆེར་རྩོམ་,,,,,,,,,,,,
,སླད་,དུ་,བརྩོན་,འགྲུས་,རྒྱ་,ཆརརྩོམ་,ཆེར་རྩོམ་,ཞིང་,དེ་,དག་,གོ་,
1: -དཏྲ་ཆསྲ་+ཆ་སྲ་,,,,,,,,,,,,
,ཆེར་རྩོམ་,ཞིང་,དེ་,དག་,གོ་,དཏྲ་ཆསྲ་,ཆ་སྲ་,བར་,འགྱུར,།,_,
1: -ཆསྟོབས་+ཆ་སྟོབས་,,,,,,,,,,,,
,བར་,འགྱུར,།,_,གོ་,ཆསྟོབས་,ཆ་སྟོབས་,དང་,ལྡན་,པར་,འགྱུར,
1: -ཆརྡོ་+ཆ་རྡོ་,,,,,,,,,,,,
,པར་,འགྱུར,།,_,གོ་,ཆརྡོ་,ཆ་རྡོ་,རྗེ་,ལྟ་,བུར་,འགྱུར,
1: +–[214a.3],,,,,,,,,,,,
,པར་,འགྱུར,།,_,ཡི་,,–[214a.3],དམ་,སྟོབས་,དང་,ལྡན་,
1: +–[214a.4],,,,,,,,,,,,
,།,_,དེ་,དག་,འཆི་,,–[214a.4],བའི་,ཕྱོགས་,སུ་,མུན་,
1: +–[214a.5],,,,,,,,,,,,
,འགྱུར,།,_,སེམས་,ཅན་,,–[214a.5],རྣམས་,ཀྱི་,བསམ་,པའི་,
1: -འཛུདཔའི་+འཛུད་པའི་,,,,,,,,,,,,
,པ་,ལ་,སེམས་,ཅན་,རྣམས་,འཛུདཔའི་,འཛུད་པའི་,ཐབས་,–[214a.6],ལ་,མཁས་,
1: +–[214a.6],,,,,,,,,,,,
,སེམས་,ཅན་,རྣམས་,འཛུད་པའི་,ཐབས་,,–[214a.6],ལ་,མཁས་,པར་,འགྱུར,
1: -བ་+པ་,,,,,,,,,,,,
,།,དེ་,སྐད་,ཅེས་,གསོལ་,བ་,པ་,དང་,།,_,བཅོམ་,
1: +–[214a.7],,,,,,,,,,,,
,ཀྱིས་,འཇམ་,དཔལ་,གཞོན་,ནུར་,,–[214a.7],གྱུར་,པ་,ལ་,འདི་,
1: +–[214b]–[214b.1],,,,,,,,,,,,
,དུ་,མེད་,པ་,ལ་,ཡང་,,–[214b]–[214b.1],དག་,པར་,ཞུགས་,པ་,
1: -འཕགས་པ་དརྐོན་མཚོག་འབང་གནས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།_།_,,,,,,,,,,,,
,ཁམས་,དཔག་,ཏུ་,མེད་,པའི་,འཕགས་པ་དརྐོན་མཚོག་འབང་གནས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།_།_,,སངས་,རྒྱས་,ཀྱི་,ཞིང་,
1: +–[214b.2],,,,,,,,,,,,
,མེད་,བརྗོད་,དུ་,མེད་,པའི་,,–[214b.2],སངས་,རྒྱས་,ཀྱི་,ཞིང་,
1: +–[214b.3],,,,,,,,,,,,
,ཀྱི་,གཅེས་,སྤྲས་,བྱེད་,པ་,,–[214b.3],སྟེ,།,_,།,
1: -ཤིག_+ཤིག་,,,,,,,,,,,,
,ཉོན་,ལ་,ཡིད་,ལ་,ཟུང་,ཤིག_,ཤིག་,དང་,བཤད་,དོ,།,
1: +–[214b.4],,,,,,,,,,,,
,_,།,བཅོམ་,ལྡན་,འདས་,,–[214b.4],ལེགས་,སོ་,ལེགས་,སོ,
1: +–[214b.5],,,,,,,,,,,,
,རྡུལ་,ཕྲ་,རབ་,ཀྱི་,རྡུལ་,,–[214b.5],སྙེད་,ཀྱི་,སངས་,རྒྱས་,
1: -ལའཇིག་+ལ་འཇིག་,,,,,,,,,,,,
,།,_,འཚོ་,ཞིང་,གཞེས་,ལའཇིག་,ལ་འཇིག་,རྟེན་,གྱི་,ཁམས་,དཔག་,
1: +–[214b.6],,,,,,,,,,,,
,ལ་འཇིག་,རྟེན་,གྱི་,ཁམས་,དཔག་,,–[214b.6],ཏུ་,མེད་,པའི་,སངས་,
1: +–[214b.7],,,,,,,,,,,,
,ཀྱི་,ཞིང་,ཚད་,མེད་,པ་,,–[214b.7],ཡོངས་,སུ་,དག་,པའི་,
1: +–[215a]–[215a.1],,,,,,,,,,,,
,རིགས་,ཀྱི་,བུ་,མོ་,གང་,,–[215a]–[215a.1],གིས་,དེ་,བཞིན་,གཤེགས་,
1: +–[215a.2],,,,,,,,,,,,
,རྟེན་,གྱི་,ཁམས་,དཔག་,ཏུ་,,–[215a.2],མེད་,པའི་,སངས་,རྒྱས་,
1: +–[215a.3],,,,,,,,,,,,
,_,།,འཇམ་,དཔལ་,ངས་,,–[215a.3],གང་,གི་,ཚེ་,འཇིག་,
1: +–[215a.4],,,,,,,,,,,,
,པ་,དེའི་,ཚེ་,མི་,སྐྱེ་,,–[215a.4],བའི་,ཆོས་,ལ་,བཟོད་,
1: +–[215a.5],,,,,,,,,,,,
,འོངས་,པའི་,དུས་,བསྐལ་,པ་,,–[215a.5],གྲངས་,མེད་,པ་,ན་,
1: +–[215a.6],,,,,,,,,,,,
,མེད་,བསམ་,གྱིས་,མི་,ཁྱབ་,,–[215a.6],མཚུངས་,པ་,མེད་,གཞལ་,
1: +–[215a.7],,,,,,,,,,,,
,ཏ་,ལ་,བདུན་,སྲིད་,ཀྱི་,,–[215a.7],ནམ་,མཁའ་,ལ་,འཕགས་,
1: +–[215b]–[215b.1],,,,,,,,,,,,
,_,།,དེ་,མཐོང་,ནས་,,–[215b]–[215b.1],བར་,སྣང་,ལ་,འདུག་,
1: +–[215b.2],,,,,,,,,,,,
,པར་,འཇུག,_,།,བདེ་,,–[215b.2],གཤེགས་,ཁྱོད་,ཀྱིས་,འཇིག་,
1: +–[215b.3],,,,,,,,,,,,
,ལྟར་,ལག་,མཐིལ་,གཞག་,པ་,,–[215b.3],བཞིན,།,_,།,
1: +–[215b.4],,,,,,,,,,,,
,འགྱུར་,ཞེས,།,_,།,,–[215b.4],རྒྱལ་,སྲས་,བསོད་,ནམས་,
1: +–[215b.5],,,,,,,,,,,,
,བསྟོད,།,_,།,བར་,,–[215b.5],སྣང་,འདི་,ན་,དེང་,
1: +–[215b.6],,,,,,,,,,,,
,།,_,།,ཕྱོགས་,བཅུའི་,,–[215b.6],འཇིག་,རྟེན་,བྱང་,ཆུབ་,
1: +–[215b.7],,,,,,,,,,,,
,ཀྱི་,སྡེ་,དང་,དཔུང་,རྣམས་,,–[215b.7],ཕམ་,བྱས་,ནས,།,
1: +–[216a]–[216a.1],,,,,,,,,,,,
,བ,།,_,།,བར་,,–[216a]–[216a.1],སྣང་,འདི་,ན་,དེང་,
1: +–[216a.2],,,,,,,,,,,,
,།,ཇི་,ལྟར་,མི་,དག་,,–[216a.2],རྨི་,ལམ་,འདོད་,སྤྱོད་,
1: +–[216a.3],,,,,,,,,,,,
,།,སྒྲིབ་,པ་,མེད་,པའི་,,–[216a.3],ཡེ་,ཤེས་,སྐྱེས་,པའི་,
1: -སསླུ་+སླུས་,,,,,,,,,,,,
,མཁས་,པ་,དག་,ལ་,མི་,སསླུ་,སླུས་,སོ,།,_,།,
1: +–[216a.4],,,,,,,,,,,,
,སྒྲིབ་,མེད་,རྣམ་,གྲོལ་,སྤྱོད་,,–[216a.4],པ་,ན,།_,།,
1: -འཕགས་པ་དརྐོན་མཆོག་འབྱུང་གནས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།_།།_+–[216a.5],,,,,,,,,,,,
,པའི་,རྣམ་,པར་,ཐར་,པ་,འཕགས་པ་དརྐོན་མཆོག་འབྱུང་གནས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།_།།_,–[216a.5],ལ་,བསླབ་,པར་,བྱའོ,
1: +–[216a.6],,,,,,,,,,,,
,མི་,འཛིན,།,_,བྱང་,,–[216a.6],ཆུབ་,སེམས་,དཔའ་,མེད་,
1: -_+_–[216a.7],,,,,,,,,,,,
,ཞེས་,ཀྱང་,མི་,འཛིན,།,_,_–[216a.7],དཔག་,ཏུ་,མེད་,པ་,
1: +–[216b]–[216b.1],,,,,,,,,,,,
,པ་,འདི་,ནའོ་,ཞེས་,ཀྱང་,,–[216b]–[216b.1],མི་,འཛིན,།,_,
1: +–[216b.2],,,,,,,,,,,,
,དུ་,མེད་,པ་,འདི་,ནའོ་,,–[216b.2],ཞེས་,ཀྱང་,མི་,འཛིན་,
1: +–[216b.3],,,,,,,,,,,,
,པ་,ཤེས་,རབ་,དང་,ལྡན་,,–[216b.3],པའི་,རང་,བཞིན་,ཅན་,
1: +–[216b.4],,,,,,,,,,,,
,དུ,།,_,འཇམ་,དཔལ་,,–[216b.4],སྒྲིབ་,པ་,མེད་,པའི་,
1: +–[216b.5],,,,,,,,,,,,
,_,བརྗོད་,དུ་,མེད་,པ་,,–[216b.5],འདི་,ནའོ་,ཞེས་,ཀྱང་,
1: +–[216b.6],,,,,,,,,,,,
,_,དཔུང་,བུ་,ཆུང་,གི་,,–[216b.6],ཚོགས་,བསྟན་,ལ,།,
1: +–[216b.7],,,,,,,,,,,,
,_,གླང་,པོ་,ཆེའི་,ཚོགས་,,–[216b.7],འདི་,ནའོ་,ཞེས་,ཀྱང་,
1: +–[217a]–[217a.1],,,,,,,,,,,,
,འཛིན,།,_,དཔུང་,བུ་,,–[217a]–[217a.1],ཆུང་,གི་,ཚོགས་,འདི་,
1: +–[217a.2],,,,,,,,,,,,
,རྣམ་,པར་,ཐར་,པར་,ཡང་,,–[217a.2],མི་,འཛིན,།,_,
1: +–[217a.3],,,,,,,,,,,,
,མེད་,པའི་,ནམ་,མཁའ་,ལས་,,–[217a.3],མཚོའི་,ཆུ་,ཤིན་,ཏུ་,
1: +–[217a.4],,,,,,,,,,,,
,རང་,བཞིན་,ཅན་,དེ་,དག་,,–[217a.4],གིས་,དེ་,མཐོང་,ན་,
1: +–[217a.5],,,,,,,,,,,,
,མེད་,པའི་,རྣམ་,པར་,ཐར་,,–[217a.5],པ་,ལ་,སྤྱོད་,པའི་,
1: +–[217a.6],,,,,,,,,,,,
,མི་,འཛིན,།,_,ཡང་,,–[217a.6],དག་,པར་,འགྲུབ་,པ་,
1: +–[217a.7],,,,,,,,,,,,
,གང་,དག་,བྱིས་,པའི་,རང་,,–[217a.7],བཞིན་,ཅན་,མ་,ཡིན་,
1: -_+_–[217b]–[217b.1],,,,,,,,,,,,
,པར་,ཡང་,མི་,འཛིན,།,_,_–[217b]–[217b.1],གཡོ་,བ་,འདི་,ནའོ་,
1: -_+_–[217b.2],,,,,,,,,,,,
,པར་,ཡང་,མི་,འཛིན,།,_,_–[217b.2],སངས་,རྒྱས་,ཀྱི་,ཞིང་,
1: -_+_–[217b.3],,,,,,,,,,,,
,པར་,ཡང་,མི་,འཛིན,།,_,_–[217b.3],བསམ་,གྱིས་,མི་,ཁྱབ་,
